City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Kochi,IN,2020-05-08 21:17:10,9.94,76.26,82.4,94,40,3.49
305,Warren,US,2020-05-08 21:20:51,39.43,-84.17,51.8,53,75,11.41
306,Tenenkou,ML,2020-05-08 21:20:51,14.46,-4.92,91.6,14,3,1.79
307,Chicama,PE,2020-05-08 21:17:24,-7.84,-79.15,78.08,60,6,9.95
308,Vilnius,LT,2020-05-08 21:20:51,54.69,25.28,48.2,61,29,3.36
309,Carnarvon,AU,2020-05-08 21:20:52,-24.87,113.63,66.65,46,94,20.04
310,Mackay,AU,2020-05-08 21:18:09,-21.15,149.2,64.4,93,41,5.82
311,Shakhtinsk,KZ,2020-05-08 21:20:52,49.71,72.59,46.4,75,95,11.18
312,Cosala,MX,2020-05-08 21:20:52,24.41,-106.69,97.68,14,3,9.82
313,Tulun,RU,2020-05-08 21:20:52,54.56,100.58,36.03,87,50,7.9
314,Kungurtug,RU,2020-05-08 21:20:52,50.6,97.52,28.35,91,40,1.16
315,Natchez,US,2020-05-08 21:20:52,31.56,-91.4,64.4,93,90,6.93
316,Leopold,AU,2020-05-08 21:20:53,-38.18,144.47,53.6,100,90,5.82
317,Kamenka,RU,2020-05-08 21:20:53,51.32,42.77,48.0,87,100,2.17
318,Karratha,AU,2020-05-08 21:11:01,-20.74,116.85,76.21,47,54,8.01
319,Itatskiy,RU,2020-05-08 21:20:53,56.07,89.04,43.09,69,14,3.87
320,Egvekinot,RU,2020-05-08 21:12:30,66.32,-179.17,34.3,90,99,10.51
321,Weligama,LK,2020-05-08 21:20:53,5.97,80.42,80.13,85,65,2.48
322,Black Diamond,US,2020-05-08 21:20:53,47.31,-122.0,81.0,28,1,5.01
323,Shelburne,CA,2020-05-08 21:20:54,44.08,-80.2,34.0,43,40,14.99
324,Aruppukkottai,IN,2020-05-08 21:20:54,9.52,78.1,80.6,83,20,3.2
325,Sinfra,CI,2020-05-08 21:20:54,6.62,-5.92,75.2,94,75,6.93
326,Shu,KZ,2020-05-08 21:20:54,43.6,73.76,61.14,73,100,6.13
327,Te Anau,NZ,2020-05-08 21:18:57,-45.42,167.72,49.35,85,56,2.06
328,Bambanglipuro,ID,2020-05-08 21:16:49,-7.95,110.28,77.63,87,99,3.38
329,Bayanday,RU,2020-05-08 21:20:54,53.07,105.51,35.33,85,9,8.68
330,Perth,AU,2020-05-08 21:20:36,-31.93,115.83,46.99,93,0,2.24
331,Polyarnyy,RU,2020-05-08 21:20:55,69.2,33.45,33.8,86,75,2.21
332,Cherskiy,RU,2020-05-08 21:12:46,68.75,161.3,33.33,90,0,7.67
333,Asmara,ER,2020-05-08 21:15:57,15.33,38.93,67.33,68,100,1.63
334,Pueblo,US,2020-05-08 21:16:02,38.25,-104.61,60.01,35,20,6.93
335,Mabaruma,GY,2020-05-08 21:20:56,8.2,-59.78,83.61,61,65,7.18
336,Vardo,NO,2020-05-08 21:17:35,70.37,31.11,32.0,81,75,9.17
337,Meulaboh,ID,2020-05-08 21:20:56,4.14,96.13,75.65,93,95,4.56
338,Sertania,BR,2020-05-08 21:20:56,-8.07,-37.26,72.63,71,52,6.13
339,Puma,TZ,2020-05-08 21:20:57,-5.0,34.73,61.32,89,18,9.75
340,Brigantine,US,2020-05-08 21:20:57,39.41,-74.36,51.8,57,90,9.17
341,Floro,NO,2020-05-08 21:20:58,61.6,5.03,42.8,75,75,5.82
342,Vao,NC,2020-05-08 21:20:58,-22.67,167.48,73.08,78,48,23.13
343,Hambantota,LK,2020-05-08 21:19:15,6.12,81.12,81.64,84,82,7.9
344,Severo-Kurilsk,RU,2020-05-08 21:19:30,50.68,156.12,34.05,88,62,13.78
345,Santa Cruz Del Sur,CU,2020-05-08 21:20:59,20.71,-78.0,87.78,57,46,4.16
346,Baijiantan,CN,2020-05-08 21:20:59,45.63,85.18,59.59,27,0,0.36
347,Manjacaze,MZ,2020-05-08 21:20:59,-24.71,33.88,63.66,89,0,4.0
348,Najran,SA,2020-05-08 21:21:00,17.49,44.13,78.8,41,64,7.54
349,Gushikawa,JP,2020-05-08 21:21:00,26.35,127.87,73.4,94,90,10.29
350,Camacha,PT,2020-05-08 21:17:47,33.08,-16.33,68.0,77,40,12.75
351,Merauke,ID,2020-05-08 21:21:00,-8.47,140.33,78.3,82,99,12.73
352,Ahuimanu,US,2020-05-08 21:19:45,21.44,-157.84,80.6,51,20,14.99
353,Hami,CN,2020-05-08 21:14:29,42.8,93.45,56.7,29,0,3.44
354,Hamilton,US,2020-05-08 21:15:29,39.18,-84.53,53.01,50,75,17.22
355,Taltal,CL,2020-05-08 21:21:01,-25.4,-70.48,67.75,62,22,6.4
356,Pangnirtung,CA,2020-05-08 21:15:36,66.15,-65.71,24.8,85,90,5.82
357,Schotten,DE,2020-05-08 21:21:01,50.5,9.13,60.01,79,99,6.98
358,Beringovskiy,RU,2020-05-08 21:18:17,63.05,179.32,31.96,99,100,10.6
359,Abha,SA,2020-05-08 21:21:02,18.22,42.51,69.8,82,23,3.42
360,Leningradskiy,RU,2020-05-08 21:21:02,69.38,178.42,32.63,91,39,5.48
361,Ancud,CL,2020-05-08 21:18:10,-41.87,-73.82,59.0,100,90,19.46
362,Mufumbwe,ZM,2020-05-08 21:16:29,-13.68,24.8,60.58,67,0,4.7
363,Urumqi,CN,2020-05-08 21:21:02,43.8,87.6,59.0,21,0,8.95
364,Hervey Bay,AU,2020-05-08 21:18:34,-25.3,152.85,64.0,82,62,4.0
365,Kalmunai,LK,2020-05-08 21:17:00,7.42,81.82,81.43,79,37,1.81
366,Beirut,LB,2020-05-08 21:16:46,33.89,35.49,75.2,50,40,13.87
367,Necochea,AR,2020-05-08 21:21:03,-38.55,-58.74,57.99,75,28,10.0
368,Altay,CN,2020-05-08 21:21:03,47.87,88.12,51.57,41,0,9.37
369,Maceio,BR,2020-05-08 21:19:43,-9.67,-35.74,78.8,83,20,5.82
370,Gao,ML,2020-05-08 21:21:03,16.64,1.64,88.75,14,3,5.53
371,Gigmoto,PH,2020-05-08 21:21:04,13.78,124.39,79.5,77,98,3.2
372,Contamana,PE,2020-05-08 21:16:56,-7.33,-75.02,80.71,52,45,3.51
373,Mehamn,NO,2020-05-08 21:21:04,71.04,27.85,32.0,90,40,12.75
374,Yanam,IN,2020-05-08 21:16:59,16.73,82.22,81.36,87,95,3.67
375,Lubao,PH,2020-05-08 21:21:04,14.92,120.55,82.4,83,75,2.24
376,Krasnovishersk,RU,2020-05-08 21:21:04,60.41,57.08,53.89,79,100,4.45
377,Parry Sound,CA,2020-05-08 21:21:04,45.35,-80.03,35.01,54,71,4.0
378,Goderich,CA,2020-05-08 21:18:06,43.75,-81.72,42.01,57,2,22.79
379,Salalah,OM,2020-05-08 21:19:04,17.02,54.09,84.2,83,20,3.36
380,Kenai,US,2020-05-08 21:21:05,60.55,-151.26,55.4,35,20,18.34
381,Canutama,BR,2020-05-08 21:21:05,-6.53,-64.38,83.35,66,76,2.89
382,Challapata,BO,2020-05-08 21:21:05,-18.9,-66.77,56.34,30,0,4.34
383,Trincomalee,LK,2020-05-08 21:21:05,8.57,81.23,82.96,74,1,1.52
384,Korla,CN,2020-05-08 21:19:12,41.76,86.15,60.37,32,0,3.29
385,Bandarbeyla,SO,2020-05-08 21:12:44,9.49,50.81,82.44,74,0,8.48
386,Riwaka,NZ,2020-05-08 21:21:06,-41.08,173.0,48.99,96,2,4.61
387,Mount Isa,AU,2020-05-08 21:17:11,-20.73,139.5,59.0,67,40,1.92
388,Cabo San Lucas,MX,2020-05-08 21:14:14,22.89,-109.91,89.01,42,5,11.41
389,Denpasar,ID,2020-05-08 21:17:13,-8.65,115.22,77.0,100,40,4.7
390,Yulara,AU,2020-05-08 21:21:06,-25.24,130.99,51.8,29,95,6.93
391,Jardim,BR,2020-05-08 21:16:47,-21.48,-56.14,66.81,55,0,5.14
392,Ishigaki,JP,2020-05-08 21:17:07,24.34,124.16,76.71,85,48,11.07
393,Flinders,AU,2020-05-08 21:21:07,-34.58,150.86,71.01,73,9,1.01
394,Puerto Leguizamo,CO,2020-05-08 21:15:51,-0.19,-74.78,75.43,96,100,3.36
395,Florida Ridge,US,2020-05-08 21:19:21,27.58,-80.39,82.0,42,1,14.99
396,Kang,BW,2020-05-08 21:21:08,-23.68,22.79,63.52,35,0,3.62
397,Petropavlovsk-Kamchatskiy,RU,2020-05-08 21:16:54,53.05,158.65,44.6,48,100,20.13
398,Dikson,RU,2020-05-08 21:14:46,73.51,80.55,26.1,96,100,21.68
399,Deputatskiy,RU,2020-05-08 21:13:54,69.3,139.9,24.73,98,100,3.91
400,Garowe,SO,2020-05-08 21:21:08,8.41,48.48,81.07,66,0,10.25
401,Dover,US,2020-05-08 21:21:09,39.16,-75.52,57.2,76,75,3.36
402,Saint-Augustin,CA,2020-05-08 21:16:38,51.23,-58.65,35.04,98,100,4.52
403,Scarborough,GB,2020-05-08 21:21:09,54.28,-0.4,55.0,79,4,2.82
404,Arcachon,FR,2020-05-08 21:21:09,44.59,-1.05,68.0,82,46,4.7
405,White Rock,CA,2020-05-08 21:19:30,49.02,-122.8,75.99,53,3,5.99
406,Tezu,IN,2020-05-08 21:21:10,27.92,96.17,67.23,49,0,4.21
407,Ahipara,NZ,2020-05-08 21:21:10,-35.17,173.17,59.36,75,49,5.57
408,Bilibino,RU,2020-05-08 21:13:50,68.05,166.44,29.05,91,0,3.74
409,Iqaluit,CA,2020-05-08 21:18:00,63.75,-68.51,33.8,55,75,11.41
410,Axim,GH,2020-05-08 21:21:10,4.87,-2.24,82.26,83,99,8.79
411,Zdunska Wola,PL,2020-05-08 21:21:10,51.6,18.94,48.99,77,51,4.36
412,Husavik,IS,2020-05-08 21:21:10,66.04,-17.34,33.8,64,75,18.34
413,Okhotsk,RU,2020-05-08 21:14:03,59.38,143.3,34.43,83,100,0.83
414,Littleton,US,2020-05-08 21:19:12,39.61,-105.02,64.0,28,0,13.44
415,Zhigansk,RU,2020-05-08 21:21:09,66.77,123.37,15.33,94,100,14.67
416,Ruy Barbosa,BR,2020-05-08 21:21:11,-12.28,-40.49,72.52,91,57,6.44
417,Manicore,BR,2020-05-08 21:17:50,-5.81,-61.3,80.6,83,75,2.24
418,Rawson,AR,2020-05-08 21:21:11,-43.3,-65.1,73.89,27,100,13.42
419,Mangan,IN,2020-05-08 21:21:12,27.52,88.53,63.07,32,0,5.97
420,Victor Harbor,AU,2020-05-08 21:21:12,-35.57,138.62,48.99,96,87,20.85
421,Eagle Pass,US,2020-05-08 21:21:12,28.71,-100.5,91.4,59,75,16.11
422,Port Lincoln,AU,2020-05-08 21:18:41,-34.73,135.87,53.46,62,1,20.33
423,Jasper,US,2020-05-08 21:21:12,37.2,-94.35,63.0,42,1,17.22
424,Yairipok,IN,2020-05-08 21:21:12,24.67,94.07,60.46,72,0,1.77
425,Gizo,SB,2020-05-08 21:16:55,-8.1,156.84,82.62,77,14,6.78
426,Saint-Francois,FR,2020-05-08 21:21:13,46.42,3.91,68.0,52,100,9.17
427,Vostok,RU,2020-05-08 21:21:13,46.49,135.88,44.62,91,64,3.58
428,Kirakira,SB,2020-05-08 21:16:57,-10.45,161.92,80.49,78,4,8.7
429,Longyearbyen,SJ,2020-05-08 21:17:50,78.22,15.64,24.8,85,75,8.05
430,Hashtrud,IR,2020-05-08 21:21:13,37.48,47.05,51.78,72,0,5.57
431,Bobo Dioulasso,BF,2020-05-08 21:21:14,11.18,-4.3,91.4,46,20,4.7
432,Daule,EC,2020-05-08 21:21:14,-1.86,-79.98,87.8,66,75,5.82
433,San Angelo,US,2020-05-08 21:21:06,31.46,-100.44,75.2,25,1,19.46
434,Fort Saint James,CA,2020-05-08 21:21:14,54.43,-124.25,65.97,30,0,5.86
435,Thunder Bay,CA,2020-05-08 21:21:14,48.4,-89.32,39.99,35,75,16.11
436,Sterling,US,2020-05-08 21:21:14,39.01,-77.43,60.01,62,90,9.17
437,Samarai,PG,2020-05-08 21:15:36,-10.62,150.67,79.52,81,100,17.29
438,Khandyga,RU,2020-05-08 21:19:23,62.67,135.6,34.84,97,100,4.25
439,Sao Gabriel Da Cachoeira,BR,2020-05-08 21:21:15,-0.13,-67.09,73.58,98,100,1.95
440,Banda Aceh,ID,2020-05-08 21:21:15,5.56,95.32,78.53,86,83,4.81
441,Erdenet,MN,2020-05-08 21:21:15,49.03,104.08,30.24,93,38,6.87
442,San Quintin,MX,2020-05-08 21:16:03,30.48,-115.95,73.31,52,0,9.13
443,Burnie,AU,2020-05-08 21:21:15,-41.07,145.92,54.0,92,100,8.99
444,Aktash,RU,2020-05-08 21:21:16,50.3,87.73,29.14,95,0,1.68
445,Lazaro Cardenas,MX,2020-05-08 21:21:16,17.96,-102.2,87.57,51,50,13.11
446,Dourados,BR,2020-05-08 21:21:16,-22.22,-54.81,64.92,48,0,5.97
447,Hualmay,PE,2020-05-08 21:21:16,-11.1,-77.61,72.23,71,5,10.71
448,Yugo-Kamskiy,RU,2020-05-08 21:21:16,57.71,55.59,60.8,38,17,6.71
449,Healesville,AU,2020-05-08 21:20:09,-37.65,145.52,59.0,67,81,5.61
450,Newport,GB,2020-05-08 21:19:00,51.59,-3.0,60.01,77,0,0.6
451,Balkhash,KZ,2020-05-08 21:16:33,46.84,74.98,63.1,50,92,21.16
452,Uray,RU,2020-05-08 21:21:17,60.12,64.78,62.2,47,98,9.91
453,Nouadhibou,MR,2020-05-08 21:21:17,20.93,-17.03,66.2,77,0,19.46
454,Baiyin,CN,2020-05-08 21:21:17,36.56,104.21,42.01,93,20,4.47
455,Howard Springs,AU,2020-05-08 21:21:17,-12.5,131.05,77.0,78,75,10.29
456,Litovko,RU,2020-05-08 21:21:17,49.24,135.17,49.77,51,48,6.82
457,Hidas,HU,2020-05-08 21:21:17,46.26,18.5,55.44,82,0,5.97
458,Carauari,BR,2020-05-08 21:21:18,-4.88,-66.9,82.08,71,88,2.48
459,Chenghai,CN,2020-05-08 21:21:18,23.46,116.77,82.4,83,75,4.47
460,Svetlyy,RU,2020-05-08 21:21:18,54.67,20.13,44.6,70,0,6.71
461,Araouane,ML,2020-05-08 21:21:18,18.9,-3.53,88.27,11,0,3.06
462,Coihaique,CL,2020-05-08 21:21:18,-45.58,-72.07,48.2,100,90,2.51
463,Poro,PH,2020-05-08 21:21:18,10.63,124.41,82.4,83,20,4.7
464,Mayo,US,2020-05-08 21:13:31,38.89,-76.51,61.0,87,90,5.82
465,Yakeshi,CN,2020-05-08 21:21:19,49.28,120.73,44.47,55,43,2.71
466,Lima,PE,2020-05-08 21:20:28,-12.04,-77.03,69.8,77,40,11.41
467,Sobolevo,RU,2020-05-08 21:21:19,54.43,31.9,43.2,64,52,3.53
468,Comodoro Rivadavia,AR,2020-05-08 21:21:19,-45.87,-67.5,59.0,87,90,7.16
469,Nakanojo,JP,2020-05-08 21:21:19,36.58,138.85,51.01,89,89,1.01
470,Polunochnoye,RU,2020-05-08 21:21:20,60.87,60.42,54.95,72,100,4.85
471,Taunggyi,MM,2020-05-08 21:21:20,20.78,97.03,65.71,51,0,3.29
472,Severodvinsk,RU,2020-05-08 21:21:20,64.56,39.83,30.2,92,40,2.24
473,Rio Branco,BR,2020-05-08 21:21:20,-9.97,-67.81,77.0,65,7,6.93
474,Kahului,US,2020-05-08 21:18:35,20.89,-156.47,73.4,88,90,8.05
475,Duiwelskloof,ZA,2020-05-08 21:21:20,-23.69,30.14,56.98,88,0,1.54
476,Ihosy,MG,2020-05-08 21:21:20,-22.4,46.12,61.07,85,64,10.49
477,Polson,US,2020-05-08 21:15:59,47.69,-114.16,60.01,55,20,8.01
478,Saquena,PE,2020-05-08 21:21:21,-4.67,-73.52,78.3,70,99,2.75
479,Ineu,RO,2020-05-08 21:21:21,46.43,21.85,54.0,62,2,1.12
480,Yar-Sale,RU,2020-05-08 21:15:50,66.83,70.83,34.02,92,100,12.03
481,Huanren,CN,2020-05-08 21:21:21,41.26,125.37,48.49,91,100,1.83
482,Maridi,SS,2020-05-08 21:21:21,4.92,29.47,71.71,87,100,3.22
483,Santa Teresa,VE,2020-05-08 21:21:21,10.23,-66.66,86.0,36,60,7.38
484,Bereda,ES,2020-05-08 21:21:22,43.27,-7.54,61.0,100,100,1.99
485,Buala,SB,2020-05-08 21:21:22,-8.14,159.59,82.94,80,8,8.14
486,Dunedin,NZ,2020-05-08 21:15:00,-45.87,170.5,52.0,80,47,3.0
487,Annonay,FR,2020-05-08 21:21:22,45.24,4.67,64.4,48,82,8.05
488,Anloga,GH,2020-05-08 21:19:34,5.79,0.9,84.2,83,20,6.93
489,Port Shepstone,ZA,2020-05-08 21:21:22,-30.74,30.45,65.75,73,1,4.9
490,Komsomolskiy,UZ,2020-05-08 21:19:13,40.43,71.72,69.8,46,40,6.93
491,Padang,ID,2020-05-08 21:10:58,-0.95,100.35,79.84,73,100,3.53
492,Pokaran,IN,2020-05-08 21:21:23,26.92,71.92,91.99,22,3,15.86
493,North Platte,US,2020-05-08 21:20:51,41.12,-100.77,60.8,29,1,3.36
494,Teya,RU,2020-05-08 21:21:23,60.38,92.63,43.52,74,100,9.15
495,Fereydun Kenar,IR,2020-05-08 21:21:23,36.69,52.52,64.4,77,0,6.93
496,Ucluelet,CA,2020-05-08 21:21:23,48.93,-125.55,66.0,45,20,6.93
497,Ilhabela,BR,2020-05-08 21:21:23,-23.78,-45.36,67.57,73,36,4.81
498,Jining,CN,2020-05-08 21:21:24,35.41,116.58,51.37,91,33,11.99
499,Adrar,MR,2020-05-08 21:18:44,20.5,-10.07,92.39,20,3,10.42
500,Camopi,GF,2020-05-08 21:21:24,3.17,-52.32,76.53,96,94,4.34
501,Gibraleon,ES,2020-05-08 21:21:24,37.38,-6.97,64.0,68,30,8.01
502,Imeni Poliny Osipenko,RU,2020-05-08 21:19:13,52.42,136.49,34.23,87,0,8.84
503,Aksarka,RU,2020-05-08 21:15:31,66.56,67.8,36.63,97,100,7.07
504,Codrington,AU,2020-05-08 21:18:56,-38.27,141.97,50.29,82,100,12.93
505,Santa Maria,BR,2020-05-08 21:21:25,-29.68,-53.81,57.58,71,0,1.54
506,Kavaratti,IN,2020-05-08 21:19:35,10.57,72.64,85.1,74,100,8.99
507,Takoradi,GH,2020-05-08 21:21:25,4.88,-1.76,81.66,85,100,8.3
508,Kawalu,ID,2020-05-08 21:21:25,-7.38,108.21,73.29,91,100,0.36
509,Gambela,ET,2020-05-08 21:21:25,8.25,34.58,77.07,80,97,2.08
510,Sarkand,KZ,2020-05-08 21:21:26,45.41,79.92,60.12,31,80,6.42
511,Makaha,US,2020-05-08 21:21:26,21.47,-158.22,80.6,60,75,10.29
512,Tommot,RU,2020-05-08 21:16:38,58.96,126.29,30.18,96,100,8.68
513,Russell,US,2020-05-08 21:16:36,32.35,-85.2,75.2,44,40,12.75
514,Hauterive,FR,2020-05-08 21:19:28,46.09,3.45,68.0,52,75,10.29
515,Jackson,US,2020-05-08 21:20:34,42.42,-122.83,88.0,19,1,5.82
516,Imeni Babushkina,RU,2020-05-08 21:21:26,59.76,43.13,40.95,94,100,3.98
517,Tautira,PF,2020-05-08 21:14:31,-17.73,-149.15,86.0,70,14,9.17
518,Coruche,PT,2020-05-08 21:21:27,38.96,-8.53,61.0,90,0,1.99
519,Badarwas,IN,2020-05-08 21:19:07,24.97,77.57,86.7,13,0,2.44
520,Pimentel,PE,2020-05-08 21:21:27,-6.84,-79.93,72.28,77,46,15.21
521,Dwarka,IN,2020-05-08 21:21:27,22.24,68.97,82.24,83,0,14.34
522,Khuzdar,PK,2020-05-08 21:21:27,27.74,66.64,74.32,44,0,5.14
523,Rohru,IN,2020-05-08 21:21:28,31.22,77.75,53.96,57,0,3.42
524,Sao Filipe,CV,2020-05-08 21:17:38,14.9,-24.5,74.64,73,0,15.35
525,Noumea,NC,2020-05-08 21:16:55,-22.28,166.46,73.99,94,75,6.93
526,Lillooet,CA,2020-05-08 21:21:28,50.69,-121.94,78.8,21,1,3.36
527,El Fuerte,MX,2020-05-08 21:21:29,26.42,-108.62,98.98,13,4,11.9
528,Comarapa,BO,2020-05-08 21:21:29,-17.9,-64.48,61.66,76,25,3.38
529,Nouakchott,MR,2020-05-08 21:19:13,18.09,-15.98,69.8,83,0,17.22
530,Peterhead,GB,2020-05-08 21:21:29,57.51,-1.8,48.99,93,40,2.24
531,Miquelon,PM,2020-05-08 21:21:29,47.1,-56.38,41.0,80,1,20.8
532,Yangambi,CD,2020-05-08 21:21:29,0.81,24.43,72.61,89,95,1.61
533,Wahiawa,US,2020-05-08 21:21:29,21.5,-158.02,80.6,60,75,10.29
534,Kitakata,JP,2020-05-08 21:21:30,37.65,139.87,55.99,70,99,1.25
535,Matara,LK,2020-05-08 21:21:30,5.95,80.54,80.13,87,57,3.42
536,Talakan,RU,2020-05-08 21:21:30,50.32,130.37,49.44,75,100,3.2
537,Umm Lajj,SA,2020-05-08 21:21:30,25.02,37.27,81.12,36,100,4.65
538,Khorixas,NA,2020-05-08 21:21:07,-20.37,14.97,71.98,22,0,11.25
539,Monterey,US,2020-05-08 21:20:58,36.25,-121.25,95.0,13,100,5.01
540,Gornopravdinsk,RU,2020-05-08 21:21:30,60.05,69.9,58.69,54,89,7.54
541,Dogondoutchi,NE,2020-05-08 21:21:31,13.64,4.03,94.77,12,0,2.42
542,Havelock,US,2020-05-08 21:15:36,34.88,-76.9,70.0,58,67,18.99
543,Kozluk,TR,2020-05-08 21:21:31,38.19,41.49,59.0,93,40,2.84
544,Mindelo,CV,2020-05-08 21:16:39,16.89,-24.98,73.4,64,40,32.21
545,Port-Gentil,GA,2020-05-08 21:16:35,-0.72,8.78,77.0,100,40,8.05
546,Chester,US,2020-05-08 21:21:31,40.13,-75.87,48.99,93,90,4.7
547,Flin Flon,CA,2020-05-08 21:21:31,54.77,-101.86,42.8,38,75,6.93
548,Voloshka,RU,2020-05-08 21:21:32,61.33,40.09,37.0,93,0,3.24
549,Sembakung,ID,2020-05-08 21:19:42,3.82,117.25,74.55,99,21,1.77
550,Santa Isabel,BR,2020-05-08 21:21:32,-23.32,-46.22,62.6,77,75,6.93
551,Mhango,TZ,2020-05-08 21:21:32,-3.28,32.85,65.41,80,6,5.32
552,Zalantun,CN,2020-05-08 21:21:32,48.0,122.72,52.72,42,100,4.32
553,Isla Mujeres,MX,2020-05-08 21:21:06,21.23,-86.73,86.0,66,75,13.87
554,Trofors,NO,2020-05-08 21:17:35,65.53,13.41,35.6,69,40,2.24
555,Bubaque,GW,2020-05-08 21:14:22,11.28,-15.83,79.34,75,79,12.8
556,Haines Junction,CA,2020-05-08 21:21:33,60.75,-137.51,56.64,35,94,4.12
557,Sfantu Gheorghe,RO,2020-05-08 21:21:33,45.87,25.78,46.99,73,79,2.1
558,Mujiayingzi,CN,2020-05-08 21:17:49,42.12,118.78,51.01,73,41,5.3
559,Akonolinga,CM,2020-05-08 21:21:34,3.77,12.25,69.8,98,100,2.35
560,Yaan,NG,2020-05-08 21:21:34,7.38,8.57,81.54,75,1,8.9
561,Tolaga Bay,NZ,2020-05-08 21:21:34,-38.37,178.3,58.33,74,0,4.0
562,Xiongzhou,CN,2020-05-08 21:21:34,25.12,114.3,76.08,90,45,2.55
563,Birjand,IR,2020-05-08 21:21:34,32.87,59.22,57.2,35,0,6.93
564,Panormos,GR,2020-05-08 21:21:34,35.42,24.69,64.0,52,0,1.01
565,Fort Nelson,CA,2020-05-08 21:21:34,58.81,-122.7,64.4,31,75,4.7
566,Tuatapere,NZ,2020-05-08 21:21:35,-46.13,167.68,50.25,84,63,6.62
567,Westport,US,2020-05-08 21:18:06,41.14,-73.36,46.4,75,90,3.36
568,Salto,UY,2020-05-08 21:21:25,-31.38,-57.97,63.0,63,87,7.07
569,Presidente Medici,BR,2020-05-08 21:21:35,-11.18,-61.9,76.14,85,62,3.58
570,Maniitsoq,GL,2020-05-08 21:18:03,65.42,-52.9,38.88,74,100,6.87
571,Bar Harbor,US,2020-05-08 21:21:35,44.39,-68.2,53.01,50,1,18.34
572,Athabasca,CA,2020-05-08 21:21:35,54.72,-113.29,58.78,35,0,8.39
